3298999169696,-0.10300000011920929
3299249275136,-0.10599999874830246
3299499384608,-0.1080000028014183
3299750101312,-0.10999999940395355
3299999301344,-0.11100000143051147
3300249117792,-0.1120000034570694
3300499339040,-0.11299999803304672
3300749609056,-0.11599999666213989
3300999508256,-0.12099999934434891
3301249458496,-0.12300000339746475
3301499283808,-0.12399999797344208
3301749282112,-0.12300000339746475
3301999182624,-0.12300000339746475
3302249282752,-0.12200000137090683
3302499214304,-0.11900000274181366
3302749314080,-0.11800000071525574
3302999958976,-0.11900000274181366
3303249239808,-0.11800000071525574
3303499371968,-0.11800000071525574
3303750020288,-0.11599999666213989
3304000449408,-0.11400000005960464
3304249270176,-0.1120000034570694
3304499242912,-0.11100000143051147
3304749300544,-0.11100000143051147
3304999201856,-0.11100000143051147
3305249316640,-0.11400000005960464
3305499697216,-0.11800000071525574
3305749288704,-0.11900000274181366
3305999121408,-0.11900000274181366
3306249198976,-0.11999999731779099
3306499193312,-0.11999999731779099
3306744267456,-0.11999999731779099
3306999368960,-0.12099999934434891
3307249765248,-0.12600000202655792
3307499897568,-0.13500000536441803
3307749161664,-0.1469999998807907
3307999497120,-0.16099999845027924
3308250082528,-0.17599999904632568
3308498964448,-0.1860000044107437
3308749147392,-0.19599999487400055
3308999396096,-0.20999999344348907
3309249207264,-0.22699999809265137
3309499603520,-0.24199999868869781
3309749486240,-0.2549999952316284
3309999415008,-0.26499998569488525
3310249238176,-0.27399998903274536
3310499159328,-0.2809999883174896
3310749277760,-0.28700000047683716
3310999377024,-0.2930000126361847
3311249745984,-0.2980000078678131
3311499693728,-0.3019999861717224
3311749358496,-0.3070000112056732
3311999227232,-0.31299999356269836
3312249200128,-0.3190000057220459
3312494148064,-0.32499998807907104
3312749363520,-0.3330000042915344
3313000914368,-0.3400000035762787
3313249190464,-0.3479999899864197
3313499244896,-0.3569999933242798
3313749380096,-0.36500000953674316
3313999195712,-0.37299999594688416
3314244630624,-0.38199999928474426
3314499480544,-0.3919999897480011
3314749863392,-0.39800000190734863
3314999548096,-0.4020000100135803
3315249153504,-0.40400001406669617
3315499568224,-0.40700000524520874
